상세링크,이름,공고번호,해시태그,현 상황,임보종류,구조 지역,성별,중성화 여부,출생시기,몸무게,SNS,임보조건_지역,임보조건_임보 기간,임보조건_픽업,임보조건_기타 조건,이런_집도_가능해요,건강정보_접종 현황,건강정보_검사 현황,건강정보_병력 사항,건강정보_기타 사항,참고용정보_배변,참고용정보_산책,참고용정보_짖음,참고용정보_분리불안,참고용정보_털빠짐,참고용정보_스킨십,참고용정보_대인,참고용정보_대견,참고용정보_외동,참고용정보_대묘,책임자_제공_사항
https://www.pimfyvirus.com/search/01_v/940/,파니,공고번호 : 2024-01-812,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 산책최고",임보중,입양전제,경남남해군창선면,여,중성화 완,2023년 추정,5kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,4dx.전염병검진완료,,,,5,1,1,3,5,5,5,5,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/939/,호수,공고번호 : 2024-01-811,"# 친구좋아, # 소심소심, # 호기심천국, # 먹는거최고, # 얼굴천재",임보가능,단기임보,충정북도 음성군,여,중성화 완,2023년 추정,13kg,,"서울,경기",2 개월 이상,방문 필수,"강아지에 대한 지식이 있으신 분, 천천히 호수가 마음을 열 수 있게 기다려주실 분","원룸, 1인 가구","종합예방접종 완료, 광견병 예방접종완료, 인플루엔자 접종완료, 코로나장염 접종완료","코로나/심장사상충 검사 완료, 모두 음성",,,5,1,2,1,4,3,1,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/938/,깜순이,공고번호 : 2024-01-810,# 소심소심,임보중,입양전제,경기도 남양주시,여,중성화 전,2020년 추정,15kg,링크 바로가기,"서울,경기",3 개월 이상,지원 가능,"동거 커플 불가, 10세미만 아동있는 집 불가","원룸, 1인 가구","아직 아무런 검진을 못했습니다.
10월 이후로 차근차근 진행 할 예정입니다.",,,,,,,,,1,1,,1,,"사료, 간식, 패드, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/936/,흰둥이,공고번호 : 2024-01-808,"# 애교쟁이, # 사람좋아, # 호기심천국, # 꾸러기, # 먹는거최고",임보중,일반임보,파주,남,중성화 전,2024년 07월,5kg,,서울,3 개월 이상,지원 가능,퍼피일때 입양갈 수 있도록 입양홍보를 적극적으로 해주실 수 있으신 분이면 좋을 것 같아요.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",,기본 전염병 검사 완료 및 건강함,,,2,2,1,1,2,5,5,5,5,,"사료, 간식, 패드, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/935/,한강이,공고번호 : 2024-01-807,"# 사람좋아, # 소심소심, # 순둥이, # 산책최고, # 독립심짱",임보가능,단기임보,경기도 가평,남,중성화 완,2019년 09월,18kg,링크 바로가기,"서울,경기",2 개월 이상,지원 가능,"중대형견에 대한 이해도가 있으신 분 , 실외배변에 대한 이해도가 있으신 분 (하루 2회이상 배변산책 필수)","원룸, 1인 가구, 동거 커플",1차~5차 접종완료!,"구조당시 전염병 검사 음성 
(*아나플라즈마 양성이었으나 현재 치료 완료 되었고 재검 후 음성)",구조당시 아나플라즈마,,4,4,1,1,3,3,5,4,1,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/933/,리미,공고번호 : 2024-01-806,"# 소심소심, # 조용조용",임보가능,입양전제,경기도,남,중성화 완,2022년 추정,8kg,,"서울,경기",3 개월,지원 가능,원활하고 솔직한 소통 원합니다.  이동 가능하신 분이면 좋겠습니다!,"원룸, 1인 가구, 동거 커플","연간 접종 완료
중성화 완료","코로나. 파보 . 지알디아 음성
심장사상충 음성",,,3,2,2,2,2,1,2,3,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/932/,세오,공고번호 : 2024-01-805,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 먹는거최고",임보가능,일반임보,경기도,남,중성화 완,2023년 12월,7kg,,"서울,경기",3 개월,지원 가능,짖음 저지레 등 현 환경과 달라지면 나올수 있는 행동들을 이해해주실수 있으면 좋겠습니다..,"1인 가구, 반려동물 무경험자, 동거 커플","연간접종 완
중성화 완","파보 코로나 지알디아 음성
심장사상충. 음성",,,4,3,,,4,5,4,4,4,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/929/,폴리,공고번호 : 2024-01-803,"# 애교쟁이, # 사람좋아, # 소심소심, # 호기심천국, # 순둥이",임보가능,일반임보,경기도 파주시,여,중성화 완,2024년 01월,9kg,,"서울,경기",3 개월,지원 가능,"이중리쉬 필수, 매달 내외부 기생충 예방 필수, 안전문 설치, 울타리 있는 곳 외에는 오프리쉬 불가, 가족 동의, 임보일기 작성 필수, 실내생활 필수","원룸, 1인 가구, 반려동물 무경험자","2024.7.16 종합 켄넬 
2024.8.29 광견 인플 코로나 접종
매달 내외부 실시","2024.7.16 심장사상충검사 음성 
2024.8.29 지알디아 약복용완료",2024.7.16 여아중성화실시,,2,2,,,3,3,3,5,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/911/,장군이,공고번호 : 2024-01-785,"# 애교쟁이, # 사람좋아, # 꾸러기, # 먹는거최고, # 에너자이저",임보가능,일반임보,전남 광양,남,중성화 완,2024년 추정,12kg,링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종 완료,전염병 사상충 모두 음성,건강함,,,5,1,5,,5,5,1,1,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/908/,뚜이,공고번호 : 2024-01-782,"# 사람좋아, # 친구좋아, # 소심소심, # 호기심천국, # 꾸러기",임보가능,긴급임보,전남함펑군보호소,여,중성화 완,2023년 추정,9kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,4dx.전염병검진완료,,,1,1,1,1,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/903/,루피 포메,공고번호 : 2024-01-777,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 얼굴천재",임보중,일반임보,부산,남,중성화 완,2020년 추정,6kg,,전국,3 개월,지원 가능,,"1인 가구, 반려동물 무경험자, 영유아 가정",접종완료,전염성질병 검사완료 이상무!,2024년 구조 이후 기관지협착증 약을 하루에 한 번 먹어요. 약 먹으면서 기침하던 증상이 많이 나아지고 있다고 해요.,,5,5,1,,2,5,5,5,5,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/901/,다찌,공고번호 : 2024-01-775,"# 애교쟁이, # 사람좋아, # 친구좋아, # 산책최고, # 얼굴천재",임보중,일반임보,부산,여,중성화 완,2019년 추정,7kg,,경상도,3 개월,지원 가능,,"반려동물 무경험자, 영유아 가정",3차 접종 완료,구조시 4dx 검사 모두 이상 없음,,,5,5,2,,,5,5,5,5,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/898/,경기,공고번호 : 2024-01-772,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 산책최고",임보가능,릴레이임보,광주광역시 수완동,여,중성화 전,2022년 추정,7kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2023.10. 종합  코로나. 캔넬코프 광견병접종,2024.7 . 파보 코로나. 홍역 지알디아음성.,"2024. 1심장사상충 양성
2024.9.심장사상충 치료중",,5,5,1,1,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/897/,제티,공고번호 : 2024-01-771,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 먹는거최고",임보가능,입양전제,전남광주광역시남구효천동,여,중성화 전,2023년 추정,6kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",종합 .광견병접종,2024.  7.24. 4dx. 전염병검진,심장사상충1기치료중,,5,5,1,1,3,5,5,5,1,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/895/,은실이,공고번호 : 2024-01-769,"# 사람좋아, # 친구좋아, # 조용조용, # 산책최고",임보가능,긴급임보,경북 경주시 안강읍,여,중성화 완,2004년 추정,13kg,링크 바로가기링크 바로가기,전국,1 개월,지원 가능,"배변을 위한 아주 짧은 산책필요, 하루두번 수술부위 소독, 하루두번 진통소염제복용, 따듯하고 포근한 쉴자리, 깨끗한 물과 사료",,2024.09.11 수술전 필요한 접종 모두 완료,"2024.09.11 1차수술완료, 중성화완료",2024.09 유선종양으로 인한 조직검사진행중,"아픈 노견이지만 아주 순하고 조용하고 인내심이 강해요! 
돌봐주실분을 찾고 있습니다.",3,5,1,1,5,3,4,4,3,,"사료, 간식, 패드, 기본 물품, 기초 병원비(중성화/전염병 검사/기본 접종 등), 일반 병원비(임보 중 발생하게 된 가벼운 질환 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/894/,보라,공고번호 : 2024-01-768,"# 사람좋아, # 똑똑이, # 순둥이, # 먹는거최고, # 산책최고",임보중,일반임보,전남 담양군보호소,여,중성화 완,2020년 추정,20kg,링크 바로가기,전국,6 개월,지원 가능,사진과  영상을 원활히 주시는 임보자님이셨으면 좋겠습니다!  단톡방 형성시 구조자와 소통을 원활하게 진행해주이면 감사합니다.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플","매년 계절접종하며
넥스가드복용중이에요.",구조당시 4가지 키트와 심장사상충 음성확인,,"보라는 실내배변 실외배변이 가능해요.
사람을 매우좋아하고
산책을 매너있게 잘해요.
큰 대형견 아이에게 기회를주세요",4,5,2,1,4,5,5,5,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/893/,압촌이,공고번호 : 2024-01-767,"# 소심소심, # 조용조용, # 시크도도, # 순둥이, # 독립심짱",임보중,긴급임보,광주광역시,여,중성화 완,2020년 추정,7kg,,경상도,1 주 이하,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,4dx.전염병검진완료,사상충 후처치약복용중,,5,1,1,1,3,3,3,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/890/,베일리,공고번호 : 2024-01-764,"# 사람좋아, # 친구좋아, # 호기심천국, # 꾸러기, # 똑똑이",임보중,일반임보,홍성보호소,여,중성화 전,2024년 06월,2kg,링크 바로가기,전국,4 개월 이상,지원 가능,"책임감있게 아이 케어가 가능하신 분(건강, 산책 훈련 등)","원룸, 1인 가구, 반려동물 무경험자, 영유아 가정","24.8월말 1차 접종 24.9월 2차 접종 24.9월 4째주 3차
접종 예정","24년 7월 구조시 코로나, 장염, 파보 음성 24년 8월, 9월 접종 시 건강 관련 이상 무",,,2,1,1,1,2,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/889/,버터,공고번호 : 2024-01-763,"# 애교쟁이, # 사람좋아, # 똑똑이, # 순둥이, # 얼굴천재",임보중,일반임보,충남 홍성,여,중성화 전,2024년 06월,2kg,링크 바로가기,전국,4 개월 이상,지원 가능,"아이들을 책임감을 가지고 케어가능한 분(건강,산책교육 등)","원룸, 1인 가구, 반려동물 무경험자, 영유아 가정","24.8월말 1차 접종 
24.9월 2차 접종
24.9월 4째주 3차 접종 예정","24년 7월 구조시 코로나, 장염, 파보 음성
24년 8월, 9월 접종 시 건강 관련 이상 무",,,2,,2,1,2,5,5,5,4,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/877/,타페,공고번호 : 2024-01-752,"# 소심소심, # 조용조용",임보중,일반임보,고양시 불법번식,여,중성화 완,2020년 추정,3kg,링크 바로가기,전국,3 개월 이상,지원 가능,"만 25세 이상, 1인 가구도 경제적 시간적 여유가 되면 가능. 가정의 환경 변화가 없는 가정을 선호하며, 동거커플 제외입니다.",1인 가구,접종완료,건강검사 완료,"[진료기록]
- 2024.03.26 : 기본검진 완료
- 2024.03 : 항체가 검사
- 2024.04.18 : 중성화 수술 (27일 실밥제거)",,1,2,4,3,2,4,3,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/875/,절미,공고번호 : 2024-01-750,"# 소심소심, # 조용조용, # 시크도도, # 먹는거최고, # 얼굴천재",임보가능,긴급임보,전남함평군,여,중성화 완,2024년 추정,10kg,,전국,3 개월 이상,지원 가능,사람을 무서워하니 인내심을갖고 기다려줄 임보자님 찾습니다,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2024. 6월. 구조후 쉼터입소,,,,3,1,1,1,3,2,1,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/873/,구름,공고번호 : 2024-01-748,"# 친구좋아, # 소심소심, # 호기심천국, # 먹는거최고",임보가능,긴급임보,전남함평군송산길,여,중성화 완,2023년 추정,18kg,,전국,3 개월,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2024.5 1차접종.,,심장사상충 양성지료중,,1,1,,,5,1,1,5,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/870/,아로,공고번호 : 2024-01-746,"# 애교쟁이, # 사람좋아, # 얼굴천재",임보중,일반임보,고양시 불법번식장,여,중성화 전,2017년 03월,4kg,링크 바로가기,전국,3 개월 이상,지원 가능,"만 25세 이상, 1인 가구도 경제적 시간적 여유가 되면 가능. 가정의 환경 변화가 없는 가정을 선호하며, 동거커플 제외입니다.",,접종완료 / 항체검사 완료,기본검사 완료,병력 현재 없음.,,4,4,1,2,3,5,4,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/863/,호두,공고번호 : 2024-01-739,"# 애교쟁이, # 사람좋아, # 꾸러기, # 똑똑이, # 산책최고",임보가능,긴급임보,천안,남,중성화 전,2022년 추정,12kg,,충청도,6 개월 이상,지원 가능,동물을 사랑하고 사람을 대할 만큼이나 이해심이 많은 분이었으면 좋겠습니다. 예를 들어서 애가 실내 마킹을 한다면 혼나는건 둘째치고 애가 왜 그럴까 이유가 뭘까 고민해줄 수 있는 분이요,"1인 가구, 반려동물 무경험자, 동거 커플",3차접종 완료(했다고 합니다),,미미한 피부염이 있음,,3,5,3,4,5,5,5,5,5,5,"패드, 기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/849/,톰 :),공고번호 : 2024-01-730,"# 사람좋아, # 친구좋아, # 조용조용, # 똑똑이, # 순둥이",임보중,입양전제,경산시보호소,남,중성화 완,2022년 추정,5kg,링크 바로가기링크 바로가기,전국,1년 일,지원 가능,,"1인 가구, 반려동물 무경험자, 영유아 가정","접종 ,중성화 완료.매달 넥스가드 급여",모두 음성,,,5,5,1,1,3,5,5,5,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/846/,발렌이,공고번호 : 2024-01-727,"# 소심소심, # 조용조용, # 시크도도, # 순둥이, # 독립심짱",임보가능,일반임보,한국동물구조관리협회,남,중성화 완,2020년 추정,17kg,링크 바로가기,"서울,경기",6 개월,지원 가능,사진과 영상을 원활히 주시면 좋습니다. 발렌이는 장기임보 및 입양이 가능합니다!,"원룸, 1인 가구, 동거 커플","2022년 3월 심장사상충 치료완료
현재까지 매년 계절접종 중
넥스가드복용중","2021년 12월 당시 
코로나 지알디아 파보 홍역 키트검진 음성
심장사상충 키트검사 시 양성","2022년 3월 치료처치 완료
이후
질병없어요",,5,1,1,1,5,2,1,4,4,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/845/,시루,공고번호 : 2024-01-726,"# 사람좋아, # 꾸러기, # 똑똑이, # 먹는거최고, # 산책최고",임보중,일반임보,남양주,남,중성화 전,2022년 추정,11kg,,"서울,경기,강원도,충청도,전라도,경상도",3 개월 이상,지원 가능,사바견 특성상 털이 많이 빠져 알러지가 없어야 함.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,,,,,3,,,5,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/837/,쇼리,공고번호 : 2024-01-719,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 순둥이",임보중,일반임보,경기도 연천,여,중성화 완,2021년 추정,7kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,4dx.전염병검진완료,,,1,5,,,1,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/835/,에나,공고번호 : 2024-01-717,"# 사람좋아, # 호기심천국, # 산책최고, # 장난감최고, # 에너자이저",임보중,일반임보,대전 방치학대견,여,중성화 전,2024년 05월,7kg,,전국,3 개월 이상,지원 가능,"만 25세 이상, 동거 남녀 제외. 오프리쉬를 하지 않을 가정.",1인 가구,"접종필요 (항체검사, 필요접종 예정)",검사완료,병력없음,,4,3,3,3,5,4,,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/834/,에시,공고번호 : 2024-01-716,"# 사람좋아, # 친구좋아, # 장난감최고, # 얼굴천재, # 에너자이저",임보중,일반임보,대전 방치학대견,여,중성화 전,2024년 07월,7kg,,전국,3 개월 이상,지원 가능,"만 25세 이상, 동거 남녀 제외. 오프리쉬를 하지 않을 가정.",1인 가구,접종 필요 (항체검사 예정),검사 완료,병력 없음,,4,3,,3,5,,,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/833/,에드,공고번호 : 2024-01-715,"# 애교쟁이, # 친구좋아, # 산책최고, # 장난감최고, # 에너자이저",임보중,일반임보,대전 방치학대견,남,중성화 전,2024년 05월,7kg,,전국,3 개월 이상,지원 가능,"만 25세 이상, 동거 남녀 제외. 오프리쉬를 하지 않을 가정.",1인 가구,접종 필요 (추후 항체검사 예정),검사 완료,병력 없음,,4,3,3,,5,,3,3,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/832/,해피,공고번호 : 2024-01-714,"# 애교쟁이, # 소심소심, # 조용조용, # 순둥이",임보가능,일반임보,서초구 택시회사 차고지,여,중성화 전,2022년 추정,9kg,,"서울,경기",3 개월,지원 가능,,,임보결정되면 기본접종완료 시킴,임보결정되면 기본검사 완료함,없음,,5,4,1,1,2,4,3,3,4,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/827/,베일,공고번호 : 2024-01-709,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 순둥이",임보가능,일반임보,파주,여,중성화 완,2023년 01월,14kg,링크 바로가기,"서울,경기",3 개월,지원 가능,호기심과 재미가 아닌 사명감과 사랑스로 임보해주실분을 찾습니다.,"원룸, 1인 가구",2024.5 접종완료,2024.5 키트검사완료,2024.5 심장사상충 치료완료,,4,4,2,2,3,5,5,5,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/826/,하나,공고번호 : 2024-01-708,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 순둥이",임보가능,일반임보,겅남 남해군,여,중성화 완,2021년 추정,7kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",24년 4월 접종완료,2024.4.기본검진 . 4dx.,,,1,5,,,3,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/823/,에이본,공고번호 : 2024-01-705,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 산책최고",임보가능,일반임보,파주,여,중성화 완,2023년 01월,8kg,링크 바로가기,"서울,경기",3 개월,지원 가능,"*잘 놀아주시고 많이 예뻐해주실 수 있는 분 *예쁨받는 걸 좋아해서 외동이면 좋겠어요 * 혼자 있는 시간이 6시간 이하인 임보처 *하루에 두번 산책이 꼭 필요해요 *주3회이상 사진,소식 전달 부탁드려요","원룸, 1인 가구, 반려동물 무경험자",2024.5.21 기본접종5종 완료,2024.5.21 키트5종검사 완료,2024. 5.21~6.21 심장사상충 치료 및 중성화,동물구조협회 입소당시 4아이출산 및 모두 해외입양.,3,4,2,2,3,5,5,4,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/815/,베리,공고번호 : 2024-01-697,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 순둥이",임보가능,긴급임보,익산,여,중성화 전,2021년 추정,12kg,,전국,5 개월,지원 가능,하루에 한번은 꼭 산책 시켜주세요 :) 아이가 세상에 대해 조금씩 이해할 수 있는 빛만 쐬어주세요.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,,,,2,1,3,3,4,5,4,,4,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/799/,베어,공고번호 : 2024-01-685,"# 소심소심, # 먹는거최고, # 독립심짱, # 에너자이저",임보가능,긴급임보,전남 함평군,남,중성화 완,2023년 추정,18kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2824.5월.종합코로나접종,,,,1,1,1,1,3,1,1,5,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/798/,윤아,공고번호 : 2024-01-684,"# 애교쟁이, # 친구좋아, # 소심소심, # 호기심천국, # 꾸러기",임보가능,긴급임보,전남함평군,남,중성화 완,2024년 추정,10kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",종합.코로나접종,,,,1,1,1,1,5,1,1,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/797/,마요,공고번호 : 2024-01-683,"# 친구좋아, # 소심소심, # 조용조용, # 호기심천국, # 꾸러기",임보가능,긴급임보,전낭 함평군,여,중성화 완,2024년 추정,12kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",종합.코로나접종,,,,1,1,1,1,5,1,1,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/796/,두부,공고번호 : 2024-01-682,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 순둥이",임보가능,긴급임보,전남함평군보호소,남,중성화 완,2024년 추정,9kg,,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",종합. 코로나 접종,,,,1,,1,1,5,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/792/,러블리,공고번호 : 2024-01-678,"# 애교쟁이, # 사람좋아, # 친구좋아, # 조용조용, # 산책최고",임보가능,입양전제,전남 함평,남,중성화 전,2020년 추정,7kg,링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,,,,3,5,2,,,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
